airline;number;scheduledTime;actualTime;status;arrivalAirport;aircraft
Lufthansa;LH 2303;1636361700.0;1636362300.0;Departed;EDDM;Embraer EMB 195
Lufthansa;LH 987;1636361700.0;1636362960.0;Departed;EDDF;Embraer EMB 195
Lufthansa;LH 2309;1641919800.0;1641919920.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 989;1641891300.0;1641892800.0;Departed;EDDF;Airbus A320-100/200
Lufthansa;LH 2305;1640863500.0;1640863800.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 999;1636479300.0;1636479420.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 989;1634109300.0;1634109720.0;Departed;EDDF;Airbus A319
Lufthansa;LH 997;1641832500.0;1641832260.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 2301;1641106200.0;1641106680.0;Departed;EDDM;Airbus A319
Lufthansa;LH 1003;1634443500.0;1634443860.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2301;1634446200.0;1634446320.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2305;1636457100.0;1636456980.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2311;1640840400.0;1640840280.0;Departed;EDDM;Airbus A319
Lufthansa;LH 997;1635258600.0;1635260280.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2307;1635255300.0;1635256740.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2303;1635929400.0;1635929400.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 987;1635929700.0;1635932160.0;Departed;EDDF;Embraer EMB 195
Lufthansa;LH 2311;1641791400.0;1641791040.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 2303;1636267800.0;1636267980.0;Departed;EDDM;Airbus A319
Lufthansa;LH 2307;1633872900.0;1633873020.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 997;1633876200.0;1633876200.0;Departed;EDDF;Airbus A320-100/200
Lufthansa;LH 2305;1636716300.0;1636716960.0;Departed;EDDM;Airbus A320
Lufthansa;LH 2305;1640605200.0;1640606940.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 999;1636306500.0;1636306440.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 2309;1636303800.0;1636303860.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 1003;1633838700.0;1633838820.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2301;1633841400.0;1633841220.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2309;1642006200.0;1642006140.0;Departed;EDDM;Canadair CRJ 900
Lufthansa;LH 2307;1635778500.0;1635779160.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 2309;1636390200.0;1636390080.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 1003;1636090800.0;1636090800.0;Departed;EDDF;Airbus A320-100/200
Lufthansa;LH 2311;1636088400.0;1636088280.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 2305;1634557200.0;1634557920.0;Departed;EDDM;Canadair CRJ 900
Lufthansa;LH 993;1635770700.0;1635770880.0;Departed;EDDF;Airbus A320-200 (Sharklets)
Lufthansa;LH 987;1635756900.0;1635758940.0;Departed;EDDF;Embraer EMB 195
Lufthansa;LH 2303;1635756900.0;1635757860.0;Departed;EDDM;Embraer 195
Lufthansa;LH 989;1635491700.0;1635492600.0;Departed;EDDF;Airbus A320 NEO
Lufthansa;LH 2309;1636131000.0;1636131060.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 999;1636133700.0;1636133340.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 2303;1640767800.0;1640767680.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 989;1640768100.0;1640768520.0;Departed;EDDF;Airbus A320-200 (Sharklets)
Lufthansa;LH 2305;1635162000.0;1635162960.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2311;1641877800.0;1641877740.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 2305;1634730000.0;1634731260.0;Departed;EDDM;Airbus A319
Lufthansa;LH 2311;1640667600.0;1640667360.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 2305;1640690700.0;1640690880.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2307;1635341700.0;1635342480.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 999;1636565700.0;1636565340.0;Departed;EDDF;Canadair CRJ 900
Lufthansa;LH 2309;1635958200.0;1635958320.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 999;1635960900.0;1635961260.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 989;1634714100.0;1634714400.0;Departed;EDDF;Airbus A319
Lufthansa;LH 993;1635684300.0;1635683940.0;Departed;EDDF;Airbus A319
Lufthansa;LH 997;1640882100.0;1640881440.0;Departed;EDDF;Airbus A319
Lufthansa;LH 1003;1636436400.0;1636437240.0;Departed;EDDF;Airbus A320-200 (Sharklets)
Lufthansa;LH 2311;1636434000.0;1636434060.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 989;1634541300.0;1634543520.0;Departed;EDDF;Airbus A320 NEO
Lufthansa;LH 987;1636448100.0;1636449720.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 987;1636102500.0;1636102860.0;Departed;EDDF;Embraer EMB 195
Lufthansa;LH 2303;1636102200.0;1636102140.0;Departed;EDDM;Embraer EMB 195
Lufthansa;LH 2305;1635248400.0;1635249840.0;Departed;EDDM;Airbus A319
Lufthansa;LH 993;1641818700.0;1641818520.0;Departed;EDDF;Airbus A320-100/200
Lufthansa;LH 2307;1634304900.0;1634305320.0;Departed;EDDM;Canadair CRJ 900
Lufthansa;LH 997;1634308200.0;1634308500.0;Departed;EDDF;Airbus A320-200 (Sharklets)
Lufthansa;LH 989;1640595300.0;1640596680.0;Departed;EDDF;Airbus A320-100/200
Lufthansa;LH 2303;1640595300.0;1640595240.0;Departed;EDDM;Airbus A320
Lufthansa;LH 989;1642064100.0;1642065420.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2303;1636786200.0;1636786260.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 2307;1635428100.0;1635429360.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 1003;1634011500.0;1634011560.0;Departed;EDDF;Airbus A320-100/200
Lufthansa;LH 2301;1634014200.0;1634014440.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 993;1635943500.0;1635943500.0;Departed;EDDF;Airbus A319
Lufthansa;LH 1003;1641793200.0;1641793980.0;Departed;EDDF;Airbus A319
Lufthansa;LH 989;1633850100.0;1633850700.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2303;1633850100.0;1633851240.0;Departed;EDDM;Airbus A321-100/200
Lufthansa;LH 997;1641659700.0;1641660420.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2309;1641660600.0;1641660540.0;Departed;EDDM;Airbus A319
Lufthansa;LH 1003;1636350000.0;1636350300.0;Departed;EDDF;Airbus A320-200 (Sharklets)
Lufthansa;LH 2311;1636347600.0;1636347960.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 1003;1635918000.0;1635918660.0;Departed;EDDF;Airbus A320-100/200
Lufthansa;LH 2311;1635915600.0;1635916500.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 989;1640940900.0;1640940900.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2303;1640940600.0;1640940720.0;Departed;EDDM;Airbus A319
Lufthansa;LH 2305;1635938700.0;1635939480.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 987;1636707300.0;1636708440.0;Departed;EDDF;Embraer EMB 190
Lufthansa;LH 2303;1636707900.0;1636708680.0;Departed;EDDM;Embraer EMB 195
Lufthansa;LH 999;1636738500.0;1636738200.0;Departed;EDDF;Canadair CRJ 900
Lufthansa;LH 2309;1636735800.0;1636737120.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2307;1633959300.0;1633959780.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2305;1642073100.0;1642072920.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2305;1634038800.0;1634038920.0;Departed;EDDM;Airbus A319
Lufthansa;LH 2307;1633786500.0;1633787040.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 993;1636202700.0;1636202520.0;Departed;EDDF;Airbus A320-200 (Sharklets)
Lufthansa;LH 2305;1636543500.0;1636543020.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 993;1636634700.0;1636634460.0;Departed;EDDF;Airbus A319
Lufthansa;LH 997;1641054900.0;1641054780.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2309;1642092600.0;1642092300.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2303;1636447800.0;1636447740.0;Departed;EDDM;Embraer EMB 195
Lufthansa;LH 997;1642005300.0;1642005180.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 2309;1636822200.0;1636822860.0;Departed;EDDM;Canadair CRJ 900
Lufthansa;LH 2309;1636476600.0;1636476960.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2305;1634643600.0;1634643780.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 2305;1636025100.0;1636024560.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2311;1642050000.0;1642050300.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 1003;1635658800.0;1635658740.0;Departed;EDDF;Airbus A320-200 (Sharklets)
Lufthansa;LH 2301;1641813900.0;1641814500.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 999;1636392900.0;1636391940.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 1003;1636263600.0;1636263840.0;Departed;EDDF;Airbus A320-100/200
Lufthansa;LH 997;1635172200.0;1635173820.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2307;1635168900.0;1635168900.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 2307;1635514500.0;1635515280.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 997;1635517800.0;1635517800.0;Departed;EDDF;Airbus A319
Lufthansa;LH 2309;1636044600.0;1636044060.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 999;1636047300.0;1636047240.0;Departed;EDDF;Canadair CRJ 900NG
Lufthansa;LH 997;1640622900.0;1640622780.0;Departed;EDDF;Embraer EMB 190
